company,date,IQ_TOTAL_REV_target,IQ_TOTAL_REV_OLS
IQ52511612,2015-03-31,125.194084,135.6536061687575
IQ531375,2014-03-31,17.988123,19.348209722245304
IQ54765620,2015-09-30,1.1999760000000002,4.042770272412388
IQ549517766,2018-09-30,132.83931,142.25355152025827
IQ5531441,2014-06-30,105.89076000000001,115.2962817192935
IQ553386133,2018-09-30,2965.4197,3366.522234503427
IQ555723496,2018-06-30,23.672935000000003,26.99868539999646
IQ5561930,2018-03-31,87.77463,94.52168002730514
IQ558837,2014-12-31,2.4705779999999993,5.786122066550319
IQ559013,2014-03-31,0.18348699999999987,2.9933591347928754
IQ5631624,2016-12-31,12.5972,15.113848114497356
IQ5631669,2013-03-31,279.93314,321.431164757502
IQ5647569,2017-03-31,51.416053999999995,52.02294267682669
IQ5669608,2014-03-31,33.974453000000004,38.69787051436548
IQ577715013,2018-06-30,33.05865,39.71673311095337
IQ5860866,2018-09-30,31.218206000000002,29.07306543712148
IQ587313,2015-03-31,1.9298979999999992,5.758692181573113
IQ596117,2013-03-31,2430.0315,2425.8259139075367
IQ60016999,2018-06-30,0.2751959999999998,3.076560991412105
IQ6021724,2016-12-31,11.390229,19.96931524910434
IQ6022073,2018-06-30,0.8019859999999996,3.981615060223027
IQ6044366,2018-06-30,36.310753000000005,45.28411842914596
IQ613227,2013-06-30,1.6320000000000001,3.920319832743708
IQ6136592,2014-06-30,7.4190000000000005,10.739400282121734
IQ61544057,2016-12-31,3.3375469999999994,6.640275449982474
IQ61599667,2018-09-30,0.5068180000000003,3.3089261642091627
IQ61679890,2018-09-30,0.8183880000000004,3.568264240825018
IQ6182532,2018-09-30,9.212106000000002,11.162251081098612
IQ62078926,2015-09-30,0.3770699999999996,3.2271603943999367
IQ62120637,2014-06-30,1.5163259999999998,3.503095863152324
IQ625637,2015-04-30,1.8014999999999994,4.793821751761565
IQ631759,2016-09-30,842.3876,863.7816899949207
IQ6353086,2013-12-31,47.17341,50.70063104837111
IQ6490450,2014-12-31,11.236618,13.045612599911475
IQ6512027,2018-09-30,127.70924,129.6783689004774
IQ6562238,2015-12-31,158.93661,118.74215058745831
IQ6563860,2013-06-30,21.561304000000003,25.38763013019473
IQ664155,2014-06-30,5.774332,9.225818602420766
IQ665704,2018-09-30,148.72491000000002,75.1677696777712
IQ671670,2018-09-30,504.95465,580.7713502336198
IQ6724933,2018-06-30,359.79318,385.83002348741684
IQ679534,2014-09-30,91.62745,92.05058434330296
IQ683131,2017-06-30,471.477,481.47649714056286
IQ684244,2018-03-31,13.614576000000001,15.909886467152166
IQ687140,2018-09-30,11949.043999999998,12172.726093492041
IQ687223,2018-03-31,291.39633,331.54794747188373
IQ69172456,2018-06-30,49.638065000000005,49.53615955403987
IQ697051,2018-09-30,5.737979999999999,7.686591963072758
