,TARGET,Predictions
1089,34.863033,42.6485339
1090,13.391826,15.8482911
1091,37.611156,33.7511538
1092,5.506837,3.5076667
1093,4.66966,5.455734
1094,20.93583,14.7881244
1095,1.353744,4.7062445
1096,21.156801,19.3457262
1097,12.464127,10.3455838
1098,3.6414,2.561834
1099,4.827743,4.6293885
1100,11.232646,8.1965371
1101,15.056328,12.348062675
1102,-0.005264,0.0145894
1103,13.364846,20.1412549
1104,1.859148,1.37225645
1105,2.80267,2.0640038
1106,0.213343,18.9272688
1107,15.768364,16.7212826
1108,7.034547,5.9790879
1109,256.41537,234.0987078
1110,15.816915,15.5458491
1111,3.902842,2.9515032
1112,9.365349,11.3836274
1113,152.57509,210.238855
1114,2.226235,2.6808491
1115,6.838754,7.0023263
1116,22.502703,31.8343639
1117,15.551148,15.4468594
1118,26.139,22.6485404
1119,5.046245,5.2365848
1120,15.900389,14.4968263
1121,990.28674,948.818965
1122,5.447712,6.1230306
1123,33.35511,22.7075678
1124,0.303086,0.5369844
1125,0.086,0.3520519
1126,13.922419,13.8559825
1127,5.190282,6.3223822
1128,14.262782,11.4211866
1129,4.510019,6.0430948
1130,277.40308,255.786383
1131,1.504,2.1095789
1132,20.839,18.4575402
1133,1.374466,1.4899434
1134,2.408573,3.8526978
1135,0.749148,1.3737786
1136,70.10771,52.7319452
1137,6.492517,7.5217515
1138,5.616759,4.3270194
1139,11.020928,13.1828364
1140,0.905976,2.6024517
1141,1.663682,1.7110473
1142,7.720576,5.183351
1143,3.861,5.2420026
1144,3.64652,3.3360167
1145,0.839025,1.0217122
1146,2.606382,2.5599058
1147,4.291605,4.8311186
1148,0.08225,0.0023252
1149,10.7835,13.5080346
1150,0.887623,4.5988796
1151,45.93377,46.8666567
1152,0.963407,1.3116147
1153,1.59496,1.1756492
1154,7.574224,5.9378939
1155,177.96764,192.048424
1156,4.398674,5.4377199
1157,6.09251,5.4204507
1158,22.011835,25.9760626
1159,10.211722,8.3747718
1160,0.57702,0.9696315
1161,3.022199,5.9767731
1162,38.655884,36.3427652
1163,139.63248,163.479355
1164,4.377369,3.7171804
1165,12.6945,13.9994755
1166,0.453993,0.7753444
1167,3.095655,3.1181108
1168,46.009323,42.7772051
1169,6.828047,7.1976147
1170,616.5792,567.085442
1171,0.922405,0.7769999
1172,28.80428,30.8769307
1173,14.278121,12.4655237
1174,0.067104,0.2210628
1175,164.6504,145.5060836
1176,48.155,52.1438237
1177,7.268743,4.4181387
1178,168.74455,175.190308
1179,2.201,2.9728437
1180,19.109295,23.2099784
1181,8.153064,6.5421249
1182,14.218794,11.9840742
1183,32.124504,42.6915181
1184,668.11755,705.508217
1185,12.254941,12.6932349
1186,2.994068,0.9550887
1187,5.878684,5.3887812
1188,18.515467,17.1408596
1189,340.13525,341.444294
1190,30.384909,23.4307745
1191,0.450981,0.4910127
1192,3.964549,4.1698299
1193,6.030155,8.1947407
1194,207.82423,208.2044854
1195,0.931897,1.4705431
1196,6.444085,2.6326108
1197,2.272724,1.8495697
1198,6.743515,6.6621282
1199,23.546324,19.6984782
1200,39.72334,41.4240229
1201,6.084299,6.2363012
1202,14.134046,11.7044392
1203,2.218563,2.8935198
1204,1.863,2.6302906
1205,9.391012,15.3713584
1206,9.417728,33.9503195
1207,7.066,7.7221582
1208,1.574236,1.6001427
1209,3.601012,2.9989538
1210,1.106056,1.0641166
1211,20.847666,23.3652388
1212,24.367722,24.6269746
1213,0.325497,0.379598
1214,385.09192,577.077219
1215,4.38606,4.1493438
1216,47.707497,51.0275756
1217,22.758905,26.0275686
1218,21.496,21.8889652
1219,27.655,30.0328341
1220,6.720246,4.9994226
1221,4.511546,5.837264
1222,17.272425,19.0412686
1223,2.357244,1.5813397
1224,7.285154,6.3295951
1225,2.7747,3.7898048
1226,2.601401,2.4430908
1227,0.27783,0.318093966666667
1228,15.570573,25.5078127
1229,7.52161,7.3561545
1230,3.474,4.2888084
1231,354.57474,346.658783
1232,40.95,38.7262145
1233,7.337734,5.2721552
1234,2.965335,2.3862834
1235,33.538,26.5147865
1236,15.137,14.1056328
1237,-8.227,7.9117279
1238,0.600103,0.9756198
1239,5.81262,5.655281
1240,35.384945,30.6032606
1241,0.223964,0.2816476
1242,26.279673,21.7853872
1243,3.357029,2.500333
1244,-3E-05,0.14119815
1245,22.772,16.320165
1246,5.7275,10.7687743
1247,36.289448,36.8570177
1248,0.506798,2.9873691
1249,22.337587,22.9426023
1250,17.119864,20.8399922
1251,271.7804,272.3155684
1252,7.695908,5.2389437
1253,8.456953,6.8253256
1254,282.0719,312.937019
1255,143.32927,155.675014
1256,9.039627,10.6188947
1257,5047.336,4512.86865
1258,0.6845,0.9185832
1259,22.263742,22.1049459
1260,248.94516,230.655304
1261,0.272343,0.17337468
1262,1.722034,1.66474706
1263,1.848687,2.1914728
1264,10615.758,8447.4326
1265,89.227486,87.381375
1266,28.717651,31.8935304
1267,0.812798,0.90380262
1268,154.78392,179.568674
1269,1.245157,1.098229
1270,24.948668,19.800858
1271,34.096,25.3966699
1272,8.133493,8.7362677
1273,1.3665,1.3540203
1274,9.05603,15.1145257
1275,-0.019737,0.2588549
1276,10.531661,7.864323
1277,43.7845,45.8196514
1278,2.671569,2.1966045
1279,1.441221,1.330442
1280,0.000268,0.2633932
1281,0.380717,8.5139067
1282,21.707386,17.4082538
1283,70.26101,63.3230208
1284,801.42084,792.846492
1285,11.822137,2.3820681
1286,24.30523,21.5028608
1287,244.83058,254.365322
1288,1.899363,2.6031709
1289,17.842209,19.4500768
1290,16.567282,18.2734468
1291,0.263189,0.2606882
1292,1.55,1.7359138
1293,7.612938,9.6256664
1294,43.621796,39.3441455
1295,25.404,24.9188142
1296,0.69222,1.33497586666667
1297,1.01322,0.9814273
1298,4.645425,4.9820316
1299,103.938896,96.200172
1300,155.37506,131.1113174
1301,7.524405,3.7779516
1302,78.95437,73.7714528
1303,4.592187,5.0299623
1304,11.290615,14.7172433
1305,2.51623,1.3972572
1306,0.5415,0.777536
1307,5.180438,4.5208741
1308,0.009581,0.2370337
1309,7.282,12.4105806
1310,0.261236,1.0478186
1311,20.23362,36.4005149
1312,173.27968,433.392013
1313,53.217,63.280585
1314,7.45025,7.1361232
1315,32.083893,25.6475763
1316,180.04309,196.158006
1317,14.006937,14.9303048
1318,1.901244,2.2959488
1319,278.10156,318.21318
1320,8.754738,8.8890443
1321,1.707253,1.8350771
1322,0.634273,0.8982015
1323,38.05355,26.3205435
1324,10.848878,10.0717437
1325,0.810196,0.7022178
1326,0.9765,1.30723056666667
1327,21.164001,18.4013899
1328,8.486581,7.7595359
1329,4.134241,3.0578007
1330,7.21,6.7638487
1331,75.03515,87.5221032
1332,16.094542,12.3797773
1333,30.74926,26.9408916
1334,12.48,14.1558049
1335,77.977,69.0055374
1336,3.039119,2.4707802
1337,20.190386,19.0331972
1338,0.037031,0.1155243
1339,133.66576,127.6840664
1340,20.89658,22.5652669
1341,2.904,2.9630718
1342,5.141598,8.4665525
1343,6.81555,5.7639171
1344,0.550334,0.629006
1345,4.014599,7.0360781
1346,14.616,15.6986844
1347,237.50494,186.191587
1348,53.119347,62.8371124
1349,13.802,13.7419068
1350,9937.436,8888.0822
1351,3.088,0.5373814
1352,30.968,27.8192946
1353,6820.0776,5567.74855
1354,7.133534,7.1687738
1355,0.9335,1.0036643
1356,10.458887,12.4625397
1357,2.467573,2.2934169
1358,13.113245,15.3243552
1359,17.073889,11.6687941
1360,261.52603,216.215193
1361,14.103211,13.4969161
1362,3.95314,4.8674883
1363,40.118,20.8647519
1364,0.854824,1.3147187
1365,8.875081,1.7186076
1366,0.910749,0.8629007
1367,3.500212,4.7369649
1368,1.506398,1.2427899
1369,4.602594,7.0105241
1370,49.14213,66.8889599
1371,7.379,6.8310745
1372,2.380493,1.6379313
1373,7.856732,7.0262678
1374,10.740924,6.6725526
1375,1.586779,1.616087
1376,0.648188,1.1709739
1377,0.628702,0.8382894
1378,32.9,26.8245076
1379,102.09314,106.135759
1380,0.812361,0.8071665
1381,748.0932,631.703527
1382,81.59227,64.1750826
1383,13.661956,13.7900294
1384,18.116137,6.572263
1385,0.67873,1.28387172
1386,8.318299,6.9105251
1387,113.387,148.437286
1388,20.1695,23.2357914
1389,2.527716,2.1729951
1390,8.947556,8.3668129
1391,18.194077,14.5063353
1392,8.19827,6.3821871
1393,5.331279,2.4912849
1394,81.148056,94.876734
1395,10.480388,6.7828064
1396,4.914466,5.2018141
1397,18.040691,18.1941827
1398,22.89522,23.9737078
1399,24.955187,25.9852584
1400,4.684382,4.6924833
1401,27.723923,23.5448864
1402,9.363721,11.5142603
1403,2.682381,2.3822946
1404,21.654,26.7279834
1405,35.577076,49.612665
1406,5.556,6.2437684
1407,0.549801,0.7159361
1408,1.778048,2.3966972
1409,0.934906,0.9344011
1410,33.924606,32.1773486
1411,6.596684,4.8666731
1412,0.4085,0.8662274
1413,26.685186,30.1155136
1414,3.132597,3.0232992
1415,8.18891,7.9103598
1416,14.404217,12.0542112
1417,48.84768,61.5029891
1418,0.025438,0.03581348
1419,4.679596,6.0167263
1420,49.353912,44.4043963
1421,2.418,3.6538611
1422,14.05,9.9202071
1423,38.532112,33.5240803
1424,0.489273,0.7805059
1425,2.296175,1.9095344
1426,23.357428,30.3364435
1427,32.819805,34.4697952
1428,29.437943,25.6579942
1429,36.069473,32.9543784
1430,52.422,50.354143
1431,4.955335,4.7480487
1432,2.634309,0.5378703
1433,689.3961,709.552997
1434,24.54736,14.7551709
1435,24.735786,22.3464972
1436,0.230439,0.3522756
1437,7.959,10.7033466
1438,0.634999,1.1005196
1439,11.345012,10.1117833
1440,0.248749,3.1785033
1441,0.955821,1.7308436
1442,64.10253,64.3979342
1443,12153.609,8803.98365
1444,1.76236,2.3070453
1445,0.032172,0.21364425
1446,40.901806,13.535836
1447,16.036612,17.32281
1448,6.749785,17.1823705
1449,2.854538,2.8472913
1450,4.423687,5.6050217
1451,17.70487,13.3507591
1452,10169.355,8721.1955
1453,26.877,26.4687953
1454,216.33769,219.117494
1455,31.40187,26.0949649
1456,18.92727,17.8104783
1457,4.286587,4.2285358
1458,7636.5884,8752.3312
1459,539.0039,533.721896
1460,11.843427,8.2733064
1461,4189.697,3722.30144
1462,11.053867,12.4980019
1463,0.36931,0.3650921
1464,26.028833,28.0684418
1465,984.298,1004.859774
1466,2.450304,5.1420179
1467,5.247115,4.2013494
1468,16.299,14.8597634
1469,0.888904,13.7189311
1470,3.260466,5.4490422
1471,7.206251,8.154589
1472,269.15555,262.622501
1473,1.766008,1.3566032
1474,8.199733,13.5151964
1475,3.455046,3.9820568
1476,0.418353,0.9553935
1477,0.683183,1.2049805
1478,3.9373,4.3938342
1479,60.7743,62.5655798
1480,5.757646,5.1772924
1481,523.8352,482.641163
1482,154.15887,187.28784
1483,3.087687,3.6582518
1484,21.275255,24.1055525
1485,20.956,23.0491446
1486,16.34506,17.6850057
1487,20.690704,27.6807097
1488,225.66612,203.373671
1489,19.6958,18.158251
1490,0.749689,0.4723827
1491,4.419632,5.0325211
1492,20.419,23.1476329
1493,0.985,1.5193874
1494,0.532354,0.849336
1495,4.318635,5.0399815
1496,1.519241,2.1910917
1497,24.950964,27.5388696
1498,1.255775,1.4453036
1499,0.711492,0.5783455
1500,59.721165,46.1406669
1501,20.48417,17.6080475
1502,7.028839,4.1820378
1503,45.91048,44.9489079
1504,24.579592,14.3778482
1505,35.74254,44.6734755
1506,17.01483,15.8606243
1507,22.95,21.0617067
1508,9.071938,4.0785345
1509,47.995014,44.9048281
1510,171.83238,212.530789
1511,9.625622,10.0360455
1512,477.3568,508.908163
1513,675.8755,747.125232
1514,10.812577,11.9450013
1515,5.165774,4.6333741
1516,110.596756,150.617012
1517,25.5915,33.3693432
1518,2.656797,1.4184455
1519,0.007144,0.760241
1520,922.26434,967.255904
1521,0.804011,1.2452344
1522,1171.833,1122.78142
1523,0.733734,0.8389371
1524,43.959244,34.1724268
1525,17.2415,15.4660024
1526,7739.5044,7631.22793
1527,532.7698,358.35086
1528,4.358171,5.9167104
1529,1.964018,2.3285506
1530,0.537396,1.1548457
1531,1.997858,1.9244269
1532,202.9444,231.465338
1533,118.315994,130.139228
1534,7.612831,7.016015
1535,199.97627,207.480481
1536,403.53745,364.904258
1537,5.789793,5.7867414
1538,0.675398,0.9432645
1539,183.1892,214.43099
1540,20.717,18.9376098
1541,22.89981,23.9888266
1542,39.264,42.1232211
1543,7.3715,9.2436561
1544,1.170576,1.8089627
1545,1.638438,1.61738526
1546,3.695654,3.1689585
1547,3.319509,2.8578772
1548,0.071739,0.16335712
1549,29.887217,41.2062776
1550,176.53418,211.907754
1551,5.862634,10.6173044
1552,2.349788,0.3650202
1553,3.706,3.5579443
1554,17.253613,16.6284634
1555,3.574414,4.2907238
1556,30.14115,33.6795664
1557,50.030476,39.4036253
1558,37.896717,26.6040856
1559,0.85175,1.637326
1560,16.39248,20.7659266
1561,0.341395,0.310091966666667
1562,0.402114,0.5703853
1563,10.113965,13.9982371
1564,13.721824,12.6127649
1565,10.154642,12.4589114
1566,10.29571,9.9927434
1567,57.999756,87.2598087
1568,2.832443,3.0210576
1569,79.43132,73.6313303
1570,40.31241,35.2666689
1571,0.176798,0.15793145
1572,0.027523,0.05178205
1573,9.628278,13.049543
1574,0.028318,0.1472412
1575,2.687807,2.849927
1576,278.17474,321.555886
1577,4.86408,5.2092244
1578,117.847,90.656034
1579,0.104373,0.41297838
1580,16.92643,17.6316007
1581,14.841719,14.437865
1582,12.51812,14.5323319
1583,9.700805,17.9442909
1584,0.487773,0.6082467
1585,25.503477,26.8800776
1586,1.7675,2.2846467
1587,1.169315,0.6609253
1588,19.696957,34.1356042
1589,31.8765,26.160529
1590,8.651214,8.2831063
1591,64.662346,73.231228
1592,76.25,86.885314
1593,13.220488,11.7038957
1594,14.992716,15.0215641
1595,3.850292,2.9223506
1596,0.0003,0.2645785
1597,0.000268,0.09988008
1598,37.857,37.5523639
1599,13.65799,15.5500515
1600,6.730203,10.1608108
1601,9.33853,7.289624
1602,30.850512,22.886184
1603,0.945765,4.0635685
1604,17.400965,15.2269938
1605,0.750462,1.14632
1606,0.320678,1.2815067
1607,3.8045,5.2649661
1608,796.19763,676.132172
1609,1.794635,1.2916317
1610,0.093611,0.2545647
1611,4.513,4.00800846666667
1612,52.498,57.6410313
1613,0.659143,0.5534688
1614,21.158232,20.6650544
1615,10.1355,11.5417867
1616,4.2088,5.0326036
1617,28.874548,27.3827926
1618,2.853396,2.0478063
1619,1.069358,0.9577844
1620,4.535012,4.9830454
1621,18.177135,17.9636054
1622,8.569427,15.4211212
1623,0.130774,0.15318295
1624,26.512575,26.7337544
1625,28.1272,3.4192699
1626,0.521482,0.7382106
1627,5.599044,3.0318966
1628,8.509593,6.7227102
1629,12.22632,11.3022454
1630,16.055502,17.5458904
1631,23.010786,26.3089005
1632,4.604278,3.0777848
1633,12.575,14.8450219
1634,2.688297,3.3912284
1635,5.027366,2.6132398
1636,643.0778,635.02117
1637,6.215615,7.0700483
1638,1.8305,1.6232297
1639,8.279325,10.3743243
1640,28.371792,27.0618029
1641,57.430767,33.2276125
1642,6.755339,7.9501813
1643,64.63345,74.8660495
1644,12.024342,22.4621142
1645,0.714698,0.9413309
1646,4.563742,7.7299152
1647,2.774523,2.3382143
1648,4.503113,3.085292
1649,8.686623,10.3780098
1650,5.641947,5.9077925
1651,101.588,104.6239811
1652,7.351327,7.7076489
1653,1.786996,3.4948786
1654,4.762747,5.1212589
1655,3.782909,3.5576901
1656,5.272,5.6644137
1657,112.47799,125.804069
1658,0.38518,0.3894855
1659,2.779293,0.2033176
1660,221.90054,319.059179
1661,0.537,1.5684626
1662,16.618406,19.1884595
1663,6.348098,9.6052712
1664,25.238,18.0157049
1665,12.604148,10.7318571
1666,52.231045,22.2257982
1667,22.855,17.8494334
1668,117.95262,138.790855
1669,105.31684,121.357827
1670,1.938359,1.7857364
1671,14.55991,15.0968622
1672,5.356,4.2937568
1673,0.934961,1.4599691
1674,25.012491,23.5440503
1675,781.902,877.088984
1676,0.375834,0.2238962
1677,10.203703,13.1584836
1678,0.0095,0.033053528571429
1679,11.191628,11.6333488
1680,0.020013,1.6202902
1681,6.056,7.0690272
1682,9.070882,8.0628976
1683,60.139374,31.2563739
1684,33.715,39.73053
1685,4.745043,3.5196649
1686,2.360857,1.4968769
1687,23.80004,19.2497081
1688,6.9255,7.790924
1689,35.225742,50.3006388
1690,195.94307,216.331055
1691,148.72491,101.2247938
1692,1.945,0.6329716
1693,12.052034,13.5219197
1694,27.891972,36.4186491
1695,32.777725,39.061969
1696,2.647618,3.2432527
1697,49.675022,72.4097844
1698,4.229122,2.8244631
1699,6.815068,5.6738695
1700,4351.164,4431.00632
1701,360.79175,381.404547
1702,10.826937,12.0529424
1703,599.43384,588.349278
1704,8.12879,5.9473379
1705,25.3905,31.8028696
1706,2.0615,1.5351898
1707,14.739453,14.7525559
1708,23.652,29.8439134
1709,0.722783,0.4676609
1710,11.241793,13.7878269
1711,6.192799,7.2020133
1712,0.261779,0.24757585
1713,6045.4844,6559.54238
1714,251.35867,244.032295
1715,36.884705,43.5819304
1716,1.824322,2.2220231
1717,7586,6162.23848
1718,21.052511,23.211467
1719,0.001777,0.0212544
1720,12.191263,13.6535932
1721,5.72485,5.1095842
1722,15.565,11.539512
1723,824.7375,858.09063
1724,269.11377,229.922688
1725,15.5335,13.1456378
1726,3.62839,4.7009316
1727,1.99042,1.925937
1728,2.426281,1.5621037
1729,42.202667,21.7974252
1730,3.271453,4.7436757
1731,12.7745,13.7602611
1732,0.208021,0.4556658
1733,1.804654,5.9277974
1734,6671.9697,7050.59687
1735,0.309654,0.17091505
1736,21.7825,21.0662722
1737,58.2385,53.9010894
1738,2299.5725,2215.47537
1739,12.172039,10.04554
1740,1061.6708,1135.13474
1741,7.212862,6.5861179
1742,0.212663,0.0772501
1743,0.368701,1.5197854
1744,20.674747,28.0811422
1745,41.661858,37.3424153
1746,1.305043,1.9482635
1747,1.464359,1.0970931
1748,5.332,4.0225239
1749,18.568,21.482365
1750,20.575626,19.9545334
1751,0.950938,0.8781784
1752,316.33356,332.049555
1753,257.70074,273.366635
1754,4.867672,5.4827099
1755,0.146952,0.2367495
1756,7.569837,56.7011716
1757,2.848421,3.6676652
1758,1.4365,1.5175953
1759,4.716529,5.10686873333333
1760,510.86005,470.338205
1761,12.828884,13.135625
1762,5.418605,4.9455996
1763,739.3381,576.024255
1764,3.823,6.1018281
1765,1.053,1.0739874
1766,0.231025,0.3864799
1767,9.099173,7.126286
1768,8.284243,12.9240172
1769,172.77525,200.451796
1770,3.689159,5.382705
1771,1.855891,3.4206019
1772,11.0555,13.5842701
1773,30.867077,33.5060513
1774,195.05023,218.728609
1775,3.514848,2.9107788
1776,3.245,2.9516756
1777,4.472433,4.3980628
1778,5.77502,8.7561067
1779,5.218456,5.4219167
1780,0.376835,0.0971698
1781,0.363,1.4754914
1782,2.491207,4.0047511
1783,-0.022974,0.02039928
1784,8.339418,12.6861241
1785,203.05367,247.230004
1786,0.14676,0.4794667
1787,34.987,30.9183523
1788,10.949908,6.330257
1789,1.290777,1.0500899
1790,15.564085,13.9720455
1791,6.120389,5.6602756
1792,15.322038,8.2528807
1793,4.442387,4.5082869
1794,12.479507,10.5973867
1795,10.410312,10.298629
1796,0.938369,1.5504918
1797,359.45,455.76789
1798,5.471575,5.9978527
1799,7.1265,6.6187163
1800,7.639013,8.5246686
1801,1.158155,1.5048659
1802,20.34208,14.8208341
1803,1.118748,1.6491965
1804,1.194719,1.6062272
1805,1.382065,1.5268215
1806,53.979244,35.8339257
1807,33.664764,35.7743634
1808,39.85276,41.844893
1809,9236.133,9534.9583
1810,1.826141,1.6655881
1811,37.650993,36.0940981
1812,6.880951,7.594535
1813,19.723888,20.9248273
1814,306.3878,301.347903
1815,39.283085,53.2346534
1816,2.860429,4.7346451
1817,56.626995,70.050337
1818,1.266679,1.6980732
1819,77.536125,101.185673
1820,8.485136,5.4609597
1821,14.886239,12.0944041
1822,0.291953,0.4238072
1823,5.042656,6.1059028
1824,11.890986,6.003389
1825,17.07655,27.0737079
1826,13.7795,11.9631819
1827,1.979272,1.9313512
1828,37.954018,25.8118169
1829,6.859055,7.5213866
1830,1.085729,1.5766549
1831,58.116,73.6006576
1832,1.435738,4.0268043
1833,8.898887,7.8988479
1834,0.424615,0.3135119
1835,0.5805,0.63316935
1836,1.706285,0.4684007
1837,39.483444,44.7162203
1838,13.15166,16.6280689
1839,3.837993,4.0042806
1840,0.915755,1.28182495
1841,35.01051,31.5865701
1842,32.827232,20.6901013
1843,17.6775,20.8088426
1844,28.5115,24.5187941
1845,4.635721,4.8266243
1846,54.595078,63.8129595
1847,1.197461,1.1144782
1848,1.411131,1.1908153
1849,17.331808,35.7741305
1850,20.632044,32.7985825
1851,0.005083,0.398956
1852,2.51918,5.5503542
1853,24.884665,26.4933166
1854,205.96194,189.790322
1855,50.687,47.3344276
1856,1.401328,1.1137474
1857,95.94151,91.0866405
1858,0.022702,0.0892438
1859,40.144043,41.9185074
1860,275.33603,252.344256
1861,27.30882,29.4832905
1862,22.3395,21.4327043
1863,239.08307,675.167744
1864,0.273575,0.365055
1865,21.78773,25.2928599
1866,11.762885,10.3557086
1867,4.55131,5.1808594
1868,1.5465,1.5917395
1869,1.065094,1.5130519
1870,12.222117,11.3399005
1871,3.907743,3.5469415
1872,1.393999,2.4376104
1873,4.07525,0.4593888
1874,19.977161,19.445677
1875,1.985647,3.7847034
1876,15.694589,13.8549801
1877,16.43445,2.2297436
1878,56.44421,49.2706487
1879,2.988033,3.8509425
1880,0.85039,1.0711685
1881,28.917124,24.7372781
1882,45.369884,41.4223261
1883,2.499049,2.6322125
1884,41.30818,29.1855641
1885,16.97539,14.0358686
1886,302.76352,341.268527
1887,256.62695,254.957799
1888,4.691855,4.9837493
1889,209.48889,204.070744
1890,1.626443,1.7413957
1891,18.8852,18.0598011
1892,0.5775,0.482708
1893,1819.673,1908.1187
1894,4.064551,4.5489462
1895,7.059,6.2685211
1896,3.303639,2.0941872
1897,6.5285,7.2354905
1898,6.73679,5.7651216
1899,13.425724,15.9395409
1900,2.499,2.4105046
1901,98.22824,140.167178
1902,286.3552,143.04063
1903,118.1363,144.5091386
1904,19.903652,12.0547037
1905,3.786306,4.7954759
1906,108.787926,106.4052405
1907,62.70412,44.8625194
1908,46.754,35.7272041
1909,0.241818,0.6271494
1910,0.524,0.9105611
1911,4.72855,3.5292259
1912,47.762085,34.5554114
1913,273.75555,314.55914
1914,8.48506,9.6185403
1915,5.495815,7.2286788
1916,82.96535,85.3599977
1917,18.729,31.1197185
1918,31.113306,28.5238737
1919,1.990097,1.9685992
1920,4.176489,2.948966
1921,12.667878,8.7176325
1922,1.535809,1.4520884
1923,8.608353,10.4392006
1924,8.7824,30.7191755
1925,148.76952,154.520982
1926,5.329907,4.8233573
1927,1.344881,2.1068666
1928,3.047621,3.7280073
1929,7.46052,7.1261261
1930,9.697784,11.9830306
1931,0.594988,1.1444408
1932,505.15817,509.730009
1933,0.823486,0.7408527
1934,2.0615,2.3532069
1935,-0.009378,0.135392
1936,7.265077,11.6554168
1937,15.484,15.5737976
1938,4.69122,1.138748
1939,449.5,457.530874
1940,0.292848,0.4163243
1941,7.607376,3.8270379
1942,0.269,0.790115
1943,1.238535,0.9930008
1944,20.063328,23.2926644
1945,1.190305,0.45163735
1946,397.40018,342.389897
1947,64.13527,72.5503965
1948,343.0954,395.231839
1949,618.003,576.51756
1950,2.0625,2.4532453
1951,2.000161,2.5188567
1952,5225.2183,5295.19068
1953,14.305,10.3415346
1954,0.095891,0.277765
1955,67.851,64.1039652
1956,9.232856,10.7484115
1957,2.271542,3.4070955
1958,47.76922,59.5479605
1959,80.719345,28.6073175
1960,0.003179,0.1402669
1961,17.7605,14.7961888
1962,108.252815,135.218004
1963,15.869,15.7039797
1964,200.80414,198.084992
1965,11.46665,33.0983203
1966,4.2185,4.1855292
1967,7.987,7.197833
1968,296.8481,234.06326
1969,5.430697,12.1785064
1970,10.053,9.9043478
1971,15.747352,14.3394508
1972,12.200681,11.306148
1973,7.540351,6.7151903
1974,68.219635,58.7526252
1975,345.56564,479.014068
1976,3.25419,4.5216384
1977,1.135124,0.3459803
1978,43.146442,13.5020876
1979,28.48942,36.5953233
1980,10.684624,6.7124427
1981,1.011474,1.3837079
1982,27.966501,18.7239489
1983,1.784092,1.2726225
1984,7.341941,6.591188
1985,0.2825,0.4518396
1986,4.305274,4.4531856
1987,111.05,95.9350051
1988,321.87613,272.973664
1989,2.510641,2.0836554
1990,8.303549,6.4481992
1991,12.049967,9.4591262
1992,2.756454,2.5458109
1993,3.584194,2.592219
1994,3200.665,3868.54853
1995,1.68712,2.3749665
1996,4.614142,2.8907394
1997,0.142417,0.167288
1998,2.182333,3.7951881
1999,5094.057,4917.48441
2000,24.391634,24.0902335
2001,338.62936,417.402015
2002,25.954315,21.8664479
2003,4.121608,7.298624
2004,9.61764,28.7598312
2005,0.551264,0.5444766
2006,26.909248,28.2620396
2007,12.9054,15.0514421
2008,1.212471,2.6679642
2009,104.78673,103.8199041
2010,5.381045,4.8360757
2011,1.986389,4.0289375
2012,6.177245,5.8778099
2013,325.83862,377.139232
2014,1.332327,2.1769288
2015,7.264264,4.2151451
2016,4.14936,5.1601783
2017,0.709713,1.1927727
2018,2.933437,2.6605482
2019,2.626965,2.9859015
2020,4502.8306,4555.01131
2021,36.47,22.6072822
2022,14.287,14.91315
2023,2.826559,4.6491023
2024,0.041193,0.1717686
2025,0.721183,2.8242283
2026,0.698,1.5702672
2027,13.336,7.2827462
2028,0.22699,0.76979565
2029,0.057528,0.0923522
2030,37.979,38.7170703
2031,568.6783,1034.747074
2032,2.661933,4.1584353
2033,140.78374,172.382414
2034,50.349155,58.1234764
2035,93.21141,92.5736876
2036,0.112271,0.3980297
2037,10.806286,10.22810125
2038,45.86774,6.5173814
2039,0.668812,1.1974147
2040,0.000419,0.0504926
2041,3.68272,5.7749224
2042,9.621449,9.6998407
2043,2.097339,3.3507312
2044,83.84246,79.8893378
2045,23.14839,23.4217838
2046,4.79624,5.5969383
2047,17.60939,23.1763227
2048,0.516949,1.2946032
2049,1.981398,1.8469217
2050,1.560149,52.8900379
2051,6.250648,3.4795091
2052,15.011183,13.8777859
2053,2.796938,2.1899571
2054,4.426154,4.5120812
2055,76.400085,67.7533739
2056,1.056752,2.5745659
2057,1.575803,1.7804729
2058,118.235886,103.786543
2059,10.748826,22.4387038
2060,27.507408,34.4668911
2061,294.43457,330.023009
2062,34.271675,32.7930606
2063,10.684505,11.5887303
2064,475.10037,589.40927
2065,390.90424,511.133145
2066,225.35,225.058255
2067,34.649406,34.6342327
2068,7.010583,10.0638837
2069,4.3935,4.6222125
2070,0.710512,1.9534593
2071,133.878,93.6238318
2072,2563.9678,2678.78656
2073,103.855576,98.9693764
2074,7.610684,6.3422719
2075,4.323195,4.5497222
2076,28.653055,30.8396774
2077,14.374,12.4456726
2078,1.328619,1.6834093
2079,25.464607,28.6087287
2080,1166.2013,1135.46496
2081,6.324959,5.6199396
2082,7.675758,8.4628229
2083,325.0742,363.792419
2084,14.679094,12.9299958
2085,0.7175,0.7977109
2086,0.624536,0.9431036
2087,9.78695,7.8480887
2088,12.400084,14.7467772
2089,25.77893,25.3275148
2090,61.3945,68.4734014
2091,11.574056,11.5235814
2092,24.680296,25.1211447
2093,25.71796,28.8477605
2094,0.548619,0.2820668
2095,14.955584,13.8416044
2096,1.093406,2.6150931
2097,12.001849,6.8373365
2098,6.020025,6.6269622
2099,17.783056,27.4314995
2100,0.427662,0.532573
2101,33.277515,30.4063291
2102,3.45851,2.866107
2103,8.053528,5.7026135
2104,162.38585,134.159331
