,TARGET,Predictions
606,2.710137,2.4859343
607,232.60332,233.71619
608,37.17238,53.7424355
609,5.921,7.271173
610,1124.1442,902.055053
611,2.557425,5.9932366
612,41.768353,28.8982942
613,356.03357,305.787695
614,40.777,46.8427675
615,18.61701,16.9898699
616,48.65981,39.7503759
617,0.217953,0.2712205
618,1.897921,3.5704137
619,93.2094,87.742255
620,2.795,3.8843614
621,5.836516,5.8479929
622,291.3455,399.639336
623,18.735765,25.6296327
624,126.53407,106.2713165
625,8.303136,11.2798204
626,16.34799,17.7266966
627,15.952719,13.8354701
628,0.420784,0.8411301
629,440.9776,475.813784
630,37.7534,52.5453479
631,709.28876,773.21364
632,67.8635,66.1091929
633,84.44244,84.031569
634,2223.066,1903.72322
635,0.921881,2.9767742
636,2.451691,2.1762685
637,345.251,390.184479
638,327.39163,254.111776
639,1.557052,2.5293099
640,16.433,16.4968613
641,675.53937,640.708063
642,7.630868,10.6762788
643,30.022,26.080378
644,71.97095,82.14871
645,41.690746,36.8025668
646,23.157915,13.7817036
647,11.342381,12.5991184
648,18.218332,19.0302916
649,3.83655,3.9661788
650,4.08,3.8127106
651,2.174961,2.6494936
652,0.214035,0.5563806
653,9.271135,21.5552171
654,1.096375,1.381514
655,1046.521,835.59895
656,0.995572,2.2847986
657,25.877863,24.1904886
658,5.188568,14.5954967
659,0.318092,0.4261978
660,33.484314,34.1830448
661,115.38568,90.2839693
662,5.646968,5.3219968
663,41.256,45.3491699
664,3.980266,4.0763295
665,17.616447,18.6248344
666,4.327855,4.5045247
667,7.525761,8.3925003
668,33.42363,24.8487315
669,2.080435,1.6988753
670,121.84477,129.9513566
671,1.992871,1.9873663
672,1.9769,2.7892738
673,1728.171,1625.67234
674,219.48514,227.828217
675,10.502,12.5358809
676,5.7033,5.5940159
677,1.3435,2.0242142
678,94.15,112.8578781
679,18.807829,15.4013905
680,0.818622,11.0578884
681,58.878937,56.3889596
682,2.915614,2.844482
683,10.086677,10.8002531
684,5.877201,5.4890445
685,30.713423,24.3641391
686,68.41695,67.858717
687,3.232746,3.9416537
688,5.241,3.9701129
689,1.268804,1.5124743
690,17.023378,14.4423882
691,16.965034,17.1978964
692,46.12258,45.709495
693,21.706762,19.3278035
694,1.9325,2.1018369
695,28.661715,26.4747475
696,0.008518,3.3124223
697,46.681915,48.8895754
698,13.606515,13.7948151
699,81.39049,87.6086271
700,23.419493,33.9561709
701,497.23383,517.959799
702,54.5245,48.6615643
703,2.265279,4.5048146
704,64.910515,65.431938
705,1.280293,2.2655712
706,3.535651,5.3204677
707,25.422,19.648733
708,53.962074,74.71286
709,1.9535,1.795483
710,5.532761,7.4594796
711,45.428,51.8286637
712,5.0695,3.9089988
713,0.241677,0.5342395
714,14.131347,19.1749403
715,85.101,93.0508182
716,7.965498,7.3655639
717,251.49278,246.729219
718,0.546908,0.4793759
719,2.488146,5.3967729
720,2.870159,4.5382729
721,5.432165,7.157045
722,55.749268,72.4696169
723,30.63095,36.2841677
724,5.041708,6.1704085
725,695.8287,846.513344
726,0.748732,0.1933965
727,0.796365,0.4187734
728,147.36284,163.574288
729,3.966714,4.9395489
730,9.603323,8.4378288
731,2.779961,1.0276384
732,23.69971,13.29621
733,17.7216,16.5207237
734,7.987592,3.12861546
735,35.55758,42.493732
736,2.86443,2.0451596
737,2.22509,2.5155671
738,1.587082,1.4870615
739,0.37707,0.6498983
740,48.49258,71.2447545
741,287.78815,347.248085
742,1.648896,1.6624335
743,12.736912,14.4457574
744,14.28842,12.9428045
745,18.264381,19.611875
746,5.462063,7.3538959
747,27.227688,25.5109033
748,12.943553,12.3991768
749,20.913288,18.8181989
750,1.474038,1.8432904
751,2.167224,1.7824952
752,0.0217,4.1869612
753,18.654,11.7708098
754,0.115034,0.4084073
755,24.078476,21.3015063
756,699.3777,578.831765
757,693.39484,554.752175
758,0.224371,0.6197657
759,8.326918,9.0801794
760,5.96242,6.619398
761,15.869315,24.8301073
762,2.38112,2.6211644
763,1.234868,0.652636
764,2.41917,3.5004905
765,7.373132,5.9367503
766,263.9376,304.129511
767,2.599747,3.1572507
768,29.856215,24.8417034
769,45.639797,47.5438246
770,1.383332,3.4944702
771,11.718656,7.5853507
772,0.523917,1.2513139
773,33.353813,36.262042
774,25.100334,16.6880757
775,0.221229,0.7833809
776,215.86082,206.226335
777,3.702464,5.0704624
778,41.42112,60.5384507
779,2.8545,3.4950288
780,0.160255,0.099665
781,0.835151,1.0768525
782,26.57,26.6499827
783,172.89908,192.930028
784,22.652,21.9843445
785,281.6501,268.528532
786,9.6786,9.2215528
787,0.407,0.35478465
788,3.17002,2.8735986
789,3.548157,3.1857098
790,234.41515,213.437393
791,2.023768,3.2288041
792,33.004303,29.8441203
793,1.868485,3.5037973
794,2.067579,1.602845
795,5.270489,2.4283872
796,11.571263,7.7226598
797,0.172924,0.1040288
798,17.746,17.512191
799,13.533,12.8090978
800,14.976012,19.1623412
801,635.2658,610.173181
802,35.94335,35.372662
803,34.745262,30.3471402
804,6.053928,6.9899998
805,2833.065,2377.71118
806,23.424574,21.4375664
807,9.840114,10.2267655
808,623.6474,707.750073
809,268.40863,242.2797374
810,3.776043,4.3725192
811,17.952354,15.9872442
812,1.4085,0.8770197
813,57.231,74.618926
814,0.318966,0.5911063
815,42.464523,41.9248806
816,94.95816,53.5953074
817,0.86859,0.7271923
818,13.199744,12.9936759
819,35.576645,29.3768208
820,28.335754,22.3019457
821,15.02305,14.247402
822,17.22,15.988706
823,1.077123,2.8898883
824,10.043724,11.3029299
825,54.626,57.9483753
826,4.033273,3.9811853
827,212.20773,189.072367
828,11.684925,14.01007
829,10.370953,14.2349659
830,7.755876,8.1313246
831,5.08392,6.3015266
832,0.293,0.3420878
833,0.021307,0.032177
834,592.8624,638.54418
835,0.683,1.4605838
836,11.409465,10.8628785
837,34.6432,60.9343647
838,9.175171,7.4029152
839,45.095,38.7201226
840,2.575919,4.7600964
841,0.098583,0.7337817
842,868.70215,561.248947
843,2.393712,2.3373647
844,28.199762,28.1118142
845,8.452819,10.8532938
846,13.051298,13.1576712
847,2.930794,0.9205597
848,14.974995,12.9791664
849,8.954375,6.7848453
850,226.7555,49.2231805
851,0.762459,1.1462793
852,1.357281,2.5080263
853,2.787589,2.3397476
854,0.486,6.6666916
855,1.108983,0.9101649
856,5.642096,8.1196021
857,711.48224,900.047467
858,13.158087,13.6580438
859,6.203936,5.9614421
860,73.65729,11.0502375
861,1.683,1.6965553
862,2.80865,2.5795901
863,5831.5894,6112.37863
864,2.115108,5.6564735
865,6.972134,6.1614624
866,1.118823,1.4989921
867,0.12618,0.1395628
868,9.047056,15.8237655
869,7.394118,4.5284251
870,18.267683,39.8084865
871,21.302116,17.5888956
872,0.452646,0.602823
873,6.362901,5.1529643
874,5.081828,7.6768863
875,0.147056,0.1013033
876,4.385217,3.3639004
877,1.357506,0.6510299
878,50.402,42.5101672
879,1.623592,1.4709787
880,6.297025,8.6392464
881,836.8108,712.859662
882,2.260061,2.7250358
883,5.821533,5.4793191
884,66.4855,81.2203478
885,0.187101,0.5776509
886,70.59892,53.2462105
887,1.806,1.29728426666667
888,189.92802,136.952361
889,0.003167,0.0453413
890,18.089048,21.230358
891,228.45,218.877544
892,659.9073,768.456685
893,2.540622,2.4447005
894,3.312614,3.5669803
895,1.622286,1.9026053
896,25.802643,23.3546241
897,0.024729,0.207174466666667
898,29.09982,27.9999358
899,191.15428,208.568375
900,19.29642,21.6283457
901,133.10892,106.1458481
902,11.451703,9.4892861
903,5.931814,5.906615
904,2.69722,0.6647006
905,5.960624,8.0116879
906,6.568067,6.0928657
907,20.72636,18.9866259
908,5.300492,4.3504205
909,653.926,719.913402
910,5.464955,0.7932611
911,12.109518,10.281638
912,189.225,158.097413
913,1.19,1.2055468
914,20.05552,21.9989077
915,0.489047,1.8280077
916,0.205263,0.3907988
917,15.426604,12.3429862
918,0.519438,1.1764796
919,4.206488,3.5581983
920,33.32477,30.7619984
921,78.44308,74.5482134
922,42.22489,48.4445332
923,1.277259,1.8162131
924,10.327,11.0218936
925,17.641743,14.2147659
926,5.900507,5.4774222
927,3.173869,6.8210393
928,4.560124,4.3589824
929,2.944796,3.5957611
930,1.255589,17.0079357
931,83.400986,86.6480611
932,109.04804,130.135296
933,1.49002,1.5639854
934,11.1005,4.0946198
935,13.667863,15.0347232
936,78.94429,77.136462
937,43.372498,62.5856881
938,195.57831,71.3616013
939,19.077,22.4736938
940,20.471663,19.1756698
941,80.01733,66.1532846
942,6.804424,9.4873195
943,94.70908,86.1195736
944,4.959,14.7205753
945,23.56461,20.3085523
946,8.777295,9.1643502
947,31.5995,25.1266563
948,0.974,3.411161
949,3.431873,3.3782921
950,2.064109,3.7833406
951,10.231355,10.9995056
952,14.185333,18.7290055
953,3.95,3.9679181
954,21.652946,22.7524236
955,0.846364,0.8969517
956,0.167858,2.9255525
957,1.961665,2.011037
958,0.27367,0.184378033333333
959,8.504322,6.8232178
960,675.568,589.238609
961,9.846201,12.0190236
962,72.75602,72.9192667
963,1.476977,1.4283063
964,1.00809,1.2405395
965,581.9872,565.591587
966,3.381714,4.6163617
967,74.119,67.7983234
968,0.780559,3.4710511
969,8.680919,5.1272405
970,85.37642,81.2236541
971,0.2345,0.5133685
972,4.847,2.442749
973,18.18004,13.8104515
974,43.47331,48.8320589
975,17.733412,13.528707
976,31.410334,27.9001163
977,0.695419,0.7681
978,1.579306,1.6500802
979,6.532113,6.6060596
980,4.881082,62.4463397
981,5.055035,5.6131782
982,10.977344,22.3496637
983,9.692415,10.274444775
984,32.378418,28.6939722
985,17.187746,18.2995036
986,72.2367,85.4778348
987,19.757057,22.1549509
988,930.47473,818.859292
989,3.744558,3.5134928
990,208.40413,192.165315
991,10.772047,17.8016061
992,3.846642,4.6892385
993,73.321976,66.7172191
994,26.49205,24.6271617
995,36.407875,39.9626925
996,7.759745,15.4187351
997,8.8375,1.68771
998,0.238811,1.4101818
999,7.847,7.4770286
1000,2.619848,2.2855252
1001,236.31136,251.096689
1002,0.909847,11.275848
1003,217.24658,213.7494334
1004,9.218355,11.8599815
1005,5.919014,5.087101
1006,97.47104,89.2177554
1007,28.976332,11.5171404
1008,20.967695,17.6593628
1009,4.671051,5.0905294
1010,50.072266,87.87989
1011,1.118753,34.3562517
1012,0.758581,0.9204118
1013,0.576508,1.4472023
1014,2.919133,13.2066912
1015,7.146293,10.4359958
1016,1.575855,0.9094315
1017,17.634964,15.5461022
1018,0.150944,0.137768033333333
1019,1.041625,3.2878852
1020,8.857291,11.1632928
1021,30.528242,26.8468952
1022,23.909,24.606439
1023,273.51096,265.255973
1024,20.76598,16.6876997
1025,4.389139,3.7661496
1026,21.4165,21.2796643
1027,0.839453,0.618083
1028,0.05113,0.6688764
1029,13.08259,18.9000783
1030,7.87664,7.4516453
1031,9.107763,8.2505542
1032,21.337729,24.2437435
1033,27.743,25.3742599
1034,1.14,8.4545875
1035,808.78894,895.823184
1036,10.273501,8.7086243
1037,63.007,85.5484621
1038,22.733137,19.7810143
1039,0.062031,0.055024
1040,2028.3417,2029.24686
1041,1.469399,1.2781688
1042,8.032907,12.386701
1043,3.123401,4.4412894
1044,4.360129,5.4053002
1045,3.933232,4.4074114
1046,11.077107,8.9577851
1047,18.415625,19.3503486
1048,7.7875,7.0277681
1049,38.334663,38.1931854
1050,2.47807,2.4507236
1051,8.707195,8.5660841
1052,0.846269,1.0098638
1053,17.133,13.4832788
1054,2.495994,3.3230452
1055,80.71224,76.5600055
1056,3.516429,2.5807381
1057,0.954741,1.2050152
1058,0.650907,1.4724792
1059,27.558647,18.7173842
1060,0.773342,2.0015047
1061,15.072489,10.0405774
1062,1.9215,1.6528688
1063,21.096035,23.637187
1064,73.01688,83.8579898
1065,27.971905,27.9389307
1066,7.770124,7.2858391
1067,25.63814,25.3954172
1068,20.002874,24.0362773
1069,4.30087,4.1430399
1070,1.997168,10.1981192
1071,9.495472,8.9408391
1072,6.819707,9.68353
1073,2.134647,3.4350905
1074,27.52387,26.5442034
1075,34.96915,30.267084
1076,31.667755,35.9036699
1077,1.029947,1.68283822
1078,40.727135,46.9431339
1079,6.113657,6.6229107
1080,205.18318,190.13333
1081,37.920895,47.1446453
1082,6.939517,9.580068
1083,1.032551,1.517632
1084,7.826029,7.7817614
1085,0.496931,0.416308
1086,59.77435,66.9925988
1087,1.277907,1.2095754
1088,836.8423,626.950831
