,company,year,quarter,IQ_PRIV,IQ_PUB,IQ_TOTAL_REV_NEXT,FORECAST
1187,IQ50953057,2014.0,Q4,1,0,0.8429649999999924,5.485991
1188,IQ828060,2015.0,Q4,1,0,289.5258,362.89072
1189,IQ4509146,2003.0,Q4,0,1,11.290615000000003,10.831404
1190,IQ2557371,2013.0,Q4,1,0,15.957702000000012,18.537336
1191,IQ8686688,2011.0,Q4,1,0,39.655212000000006,50.97171
1192,IQ29461593,2011.0,Q4,1,0,15.33735999999999,14.841795
1193,IQ8058229,2015.0,Q4,0,1,3.922442999999987,3.006529
1194,IQ13746332,2011.0,Q4,0,1,14.637094999999988,45.109283
1195,IQ8381655,2013.0,Q4,1,0,107.36705,165.41315
1196,IQ302513256,2014.0,Q4,0,1,12.67566500000001,15.103758
1197,IQ28687158,2010.0,Q4,0,1,31.600122000000013,21.409498
1198,IQ8121889,2011.0,Q4,0,1,37.896716999999995,29.363676
1199,IQ543952,2015.0,Q4,1,0,3.381713999999988,8.463224
1200,IQ38777177,2010.0,Q4,0,1,3.467852999999991,7.9775376
1201,IQ4806734,2008.0,Q4,1,0,63.366467,73.10212
1202,IQ11253735,2008.0,Q4,0,1,0.22437099999999077,4.3222795
1203,IQ882787,2017.0,Q4,0,1,40.292339999999996,79.87676
1204,IQ881892,2015.0,Q4,0,1,45.428,39.66256
1205,IQ884125,2013.0,Q4,0,1,7.383717999999988,9.703428
1206,IQ69465104,2011.0,Q4,1,0,8.746295000000003,10.360685
1207,IQ695656,2008.0,Q4,0,1,29.445931999999985,23.824461
1208,IQ426208,2012.0,Q4,1,0,7.574224000000015,8.895597
1209,IQ215773059,2017.0,Q4,0,1,0.410427999999996,4.778914
1210,IQ146287753,2004.0,Q4,1,0,5.913717999999989,9.312941
1211,IQ407863,2017.0,Q4,0,1,60.67389,70.39261
1212,IQ13466111,2012.0,Q4,1,0,12.487774000000002,14.855803
1213,IQ760034,2010.0,Q4,0,1,23.41949299999999,53.61853
1214,IQ3358307,2017.0,Q4,0,1,14.275518000000005,16.647825
1215,IQ159857,2011.0,Q4,0,1,24.025499999999994,22.57504
1216,IQ6524417,2002.0,Q4,0,1,2.7260829999999885,6.4027085
1217,IQ138486,2005.0,Q4,0,1,7.510356999999999,8.829466
1218,IQ5531441,2016.0,Q4,0,1,131.35801999999998,138.79836
1219,IQ30191,2015.0,Q4,0,1,8.153064,7.4791245
1220,IQ522035,2008.0,Q4,1,0,160.18912,223.80104
1221,IQ1657242,2017.0,Q2,1,0,24.733000000000004,25.658659
1222,IQ8340418,2005.0,Q2,1,0,3.9857839999999953,5.320082
1223,IQ28897332,2016.0,Q4,0,1,57.828922000000006,40.950027
1224,IQ998067,2008.0,Q4,1,0,16.05250699999999,16.930204
1225,IQ263757525,2013.0,Q4,0,1,0.2781500000000108,4.423018
1226,IQ115898434,2011.0,Q4,0,1,5.339684000000005,8.916975
1227,IQ33983614,2017.0,Q4,1,0,4.1493600000000015,8.408964
1228,IQ133201238,2013.0,Q4,1,0,8.922191999999995,11.760389
1229,IQ4494496,2014.0,Q4,0,1,439.59585999999996,424.39087
1230,IQ879091,2008.0,Q4,0,1,22.950999999999993,25.555044
1231,IQ874491,2017.0,Q4,0,1,1003.14105,864.0975
1232,IQ881966,2008.0,Q4,0,1,0.26592999999999734,4.0792985
1233,IQ6424985,2010.0,Q4,0,1,5.713402000000002,6.404158
1234,IQ8292723,2013.0,Q4,0,1,0.9032730000000129,5.478911
1235,IQ25697167,2012.0,Q4,0,1,668.11755,637.40027
1236,IQ24932555,2017.0,Q4,0,1,10.31884199999999,11.561308
1237,IQ4422885,2016.0,Q4,0,1,0.0,5.745177
1238,IQ40254230,2012.0,Q4,1,0,2.9378600000000006,6.4492936
1239,IQ882502,2014.0,Q4,0,1,26.357708000000002,16.42401
1240,IQ624956,2008.0,Q4,0,1,2.0745000000000005,4.6640763
1241,IQ7655526,2013.0,Q4,0,1,4.563741999999991,4.1414933
1242,IQ32517,2000.0,Q4,0,1,4.685000000000002,6.8183274
1243,IQ140453992,2013.0,Q4,0,1,0.16461899999998764,4.517134
1244,IQ22580571,2017.0,Q4,0,1,0.5373960000000011,5.0227494
1245,IQ1882829,2010.0,Q4,0,1,0.0559199999999862,4.77545
1246,IQ6021724,2010.0,Q4,0,1,5.307489000000004,7.733214
1247,IQ51476957,2009.0,Q4,1,0,22.906338000000005,28.556227
1248,IQ336774,2014.0,Q4,0,1,4339.162,5017.5938
1249,IQ22507976,2015.0,Q4,1,0,39.602509999999995,45.10219
1250,IQ109607544,2016.0,Q4,1,0,9.458113999999995,12.553755
1251,IQ13199137,2014.0,Q4,0,1,18.912623999999994,26.125837
1252,IQ25265866,2017.0,Q4,0,1,0.4109899999999982,5.1390214
1253,IQ9683234,2011.0,Q4,0,1,1.3533150000000091,5.6157823
1254,IQ20356331,2006.0,Q4,1,0,60.139374000000004,40.74845
1255,IQ247828253,2013.0,Q4,0,1,0.003983000000005177,4.4419847
1256,IQ9284291,2006.0,Q4,1,0,35.322745999999995,34.02816
1257,IQ318668,2015.0,Q2,1,0,12.430000000000007,-5.0005507
1258,IQ7685485,2009.0,Q4,0,1,27.443686999999997,25.228773
1259,IQ7294876,2012.0,Q4,1,0,27.704139999999995,36.172348
1260,IQ3199016,2010.0,Q4,0,1,3.367357999999996,5.712111
1261,IQ42158956,2011.0,Q4,0,1,27.250045999999983,27.356558
1262,IQ7687614,2013.0,Q4,0,1,26.922659999999993,26.655798
1263,IQ62363673,2016.0,Q4,0,1,5.439527999999996,6.900954
1264,IQ138411,2009.0,Q4,1,0,1.151898999999986,7.2438035
1265,IQ29002307,2009.0,Q4,0,1,0.3340000000000032,4.382567
1266,IQ11515945,2009.0,Q4,0,1,2.050287999999995,6.588179
1267,IQ11609342,2015.0,Q4,0,1,4.713463999999988,6.7835374
1268,IQ13746332,2010.0,Q4,0,1,19.93345500000001,49.18486
1269,IQ6517040,2015.0,Q4,0,1,1.9037170000000003,4.88127
1270,IQ46274613,2011.0,Q4,0,1,12.926553000000013,9.641218
1271,IQ516656,2011.0,Q4,0,1,2.184545000000014,6.1169877
1272,IQ881826,2009.0,Q4,0,1,8.691000000000003,9.394407
1273,IQ24790469,2007.0,Q4,1,0,4.12578400000001,5.2247148
1274,IQ109640450,2017.0,Q4,0,1,3.513208999999989,5.4005876
1275,IQ671554,2016.0,Q4,1,0,1.8940000000000055,6.471251
1276,IQ883098,2015.0,Q4,0,1,28.60326599999999,20.537153
1277,IQ10214670,2016.0,Q4,0,1,15.322037999999992,13.05821
1278,IQ687223,2016.0,Q4,0,1,288.10086,304.53165
1279,IQ11791622,2012.0,Q4,0,1,69.82749,77.30441
1280,IQ46100167,2006.0,Q1,1,0,5.314368999999999,7.089003
1281,IQ773678,2009.0,Q4,1,0,29.770295999999988,39.131737
1282,IQ36342557,2017.0,Q4,1,0,6.980337999999989,8.355009
1283,IQ290203,2010.0,Q4,0,1,983.74194,979.6939
1284,IQ560566336,2016.0,Q4,1,0,6.180889000000008,8.044828
1285,IQ212047516,2011.0,Q4,0,1,0.13489999999998759,4.3380876
1286,IQ5545056,2016.0,Q1,1,0,8.14500000000001,9.999327
1287,IQ20388242,2004.0,Q4,0,1,0.5078149999999937,4.9356217
1288,IQ98244713,2014.0,Q4,0,1,2.5162300000000073,5.280501
1289,IQ38985168,2014.0,Q4,1,0,38.07176,47.71163
1290,IQ2985449,2014.0,Q4,0,1,1.0116429999999923,4.722731
1291,IQ139518,2011.0,Q4,1,0,19.766707999999994,22.171888
1292,IQ419303,2016.0,Q4,0,1,6.88095100000001,7.754683
1293,IQ8179771,2010.0,Q4,0,1,11.339168999999998,9.9026165
1294,IQ37345302,2016.0,Q4,0,1,94.843475,93.93836
1295,IQ46100167,2014.0,Q1,1,0,16.379349999999988,14.242537
1296,IQ293413993,2017.0,Q4,0,1,0.10620199999999613,4.3677964
1297,IQ427318,2013.0,Q4,0,1,26.78350599999999,34.92791
1298,IQ879091,2013.0,Q4,0,1,17.409999999999997,14.112669
1299,IQ1268514,2016.0,Q4,0,1,1.2555889999999863,8.707731
1300,IQ20934756,2007.0,Q4,1,0,20.48058499999999,26.8729
1301,IQ769599,2014.0,Q4,1,0,11.053866999999997,12.667997
1302,IQ246262,2004.0,Q4,1,0,3.232592000000011,5.646071
1303,IQ746441,2007.0,Q4,1,0,3.450700000000012,7.035231
1304,IQ135020,2008.0,Q4,0,1,475.10037,390.78845
1305,IQ4493082,2015.0,Q4,0,1,60.14765,58.869812
1306,IQ25070101,2015.0,Q4,0,1,5.331999999999994,5.37596
1307,IQ779296,2004.0,Q4,1,0,2.8203599999999938,7.176802
1308,IQ278347217,2017.0,Q4,0,1,0.3229530000000125,5.3446183
1309,IQ882647,2011.0,Q4,0,1,4.751051999999987,9.031523
1310,IQ22340175,2011.0,Q4,1,0,15.042901,16.966139
1311,IQ5631624,2016.0,Q4,0,1,13.459566999999993,12.816572
1312,IQ20849773,2012.0,Q4,0,1,7.8946750000000065,9.327223
1313,IQ25697167,2010.0,Q4,0,1,595.8613,527.2566
1314,IQ84606118,2007.0,Q4,1,0,5.331278999999995,5.9465623
1315,IQ4481757,2011.0,Q4,0,1,83.400986,122.953926
1316,IQ276147856,2007.0,Q4,1,0,1.3845460000000003,5.624602
1317,IQ52513957,2012.0,Q4,0,1,0.2328990000000033,4.3429704
1318,IQ38010533,2012.0,Q4,0,1,0.7644999999999982,4.2108903
1319,IQ425518,2017.0,Q4,0,1,8.503747000000004,11.307203
1320,IQ23217869,2013.0,Q2,1,0,24.446748999999997,25.282637
1321,IQ45497017,2011.0,Q4,0,1,5.0006309999999985,11.449263
1322,IQ270404456,2016.0,Q4,0,1,0.4570730000000083,3.0264723
1323,IQ13186617,2017.0,Q4,0,1,404.9716,350.4535
1324,IQ516368,2016.0,Q1,1,0,11.262,16.382124
1325,IQ716329,2010.0,Q4,1,0,632.7125,801.12537
1326,IQ7658686,2008.0,Q4,0,1,6.1900559999999984,10.244322
1327,IQ132688589,2017.0,Q4,0,1,0.011557000000010476,4.3325334
1328,IQ111859250,2011.0,Q3,1,0,8.663033000000013,9.196959
1329,IQ672224,2012.0,Q1,1,0,76.366,100.91869
1330,IQ318668,2014.0,Q4,1,0,13.662006999999988,-6.1118484
1331,IQ153883,2009.0,Q4,0,1,5.078942000000012,8.339003
1332,IQ739268,2013.0,Q1,1,0,4.51154600000001,9.159376
1333,IQ881833,2009.0,Q4,0,1,2.820999999999998,6.326903
1334,IQ24389756,2017.0,Q4,0,1,5.888618000000008,10.193907
1335,IQ154798,2014.0,Q4,1,0,52.788326,88.21549
1336,IQ9794160,2006.0,Q4,0,1,8.914500000000004,9.472624
1337,IQ8180477,2007.0,Q4,1,0,16.534163000000007,8.753355
1338,IQ138486,2002.0,Q4,0,1,8.656153999999987,8.188704
1339,IQ212047516,2017.0,Q4,0,1,0.11555300000000557,4.660811
1340,IQ61679890,2016.0,Q4,0,1,0.3935559999999896,4.7439256
1341,IQ22103794,2005.0,Q2,1,0,5.986288000000002,7.9282823
1342,IQ137565702,2008.0,Q4,1,0,139.2238,156.51743
1343,IQ311686235,2015.0,Q4,0,1,301.0,362.36823
1344,IQ724394,2015.0,Q4,1,0,4.271604999999994,6.9273973
1345,IQ24965235,2016.0,Q4,1,0,149.39465,294.77078
1346,IQ52028816,2016.0,Q4,0,1,4.1875,6.25894
1347,IQ733955,2012.0,Q1,1,0,18.50125299999999,20.56735
1348,IQ20375459,2014.0,Q4,0,1,1.5372490000000028,5.760329
1349,IQ8121889,2014.0,Q4,0,1,14.129967999999991,29.354475
1350,IQ260582012,2016.0,Q4,0,1,14.08798200000001,24.897795
1351,IQ62078926,2015.0,Q4,0,1,0.3146319999999889,4.0923295
1352,IQ4481757,2016.0,Q4,0,1,102.253525,88.05437
1353,IQ1216695,2014.0,Q4,0,1,21.492989999999992,6.8802476
1354,IQ20356331,2007.0,Q4,1,0,102.646576,77.63404
1355,IQ99087217,2017.0,Q4,1,0,8.939486999999986,11.205122
1356,IQ39032559,2007.0,Q4,1,0,8.48441299999999,3.801329
1357,IQ1067539,2011.0,Q4,0,1,18.249975000000006,12.275679
1358,IQ46023132,2005.0,Q2,1,0,10.170999999999992,12.375181
1359,IQ109129442,2016.0,Q4,0,1,2.3497879999999896,5.6546006
1360,IQ560611,2017.0,Q4,0,1,1.9926580000000058,4.3262925
1361,IQ8159983,2017.0,Q4,0,1,44.77414999999999,51.91124
1362,IQ876847,2017.0,Q4,0,1,488.7247,365.1824
1363,IQ95227,1999.0,Q4,0,1,30.598817999999994,15.515257
1364,IQ8080920,2012.0,Q4,1,0,641.2761,828.7477
1365,IQ42158956,2017.0,Q4,0,1,46.347397,40.535378
1366,IQ9220630,2009.0,Q4,0,1,71.73751,84.06554
1367,IQ21770633,2012.0,Q4,0,1,2.7474530000000073,9.216612
1368,IQ84606118,2015.0,Q4,1,0,8.130746999999985,10.068724
1369,IQ12631642,2011.0,Q4,1,0,46.55405400000001,57.678192
1370,IQ883085,2007.0,Q4,0,1,73.65729,33.766487
1371,IQ684244,2016.0,Q4,0,1,11.51872499999999,10.171476
1372,IQ877290,2014.0,Q4,0,1,67.774,38.514366
1373,IQ6234353,2015.0,Q4,0,1,6.425999999999988,10.4612255
1374,IQ159581,2008.0,Q1,1,0,31.212000000000003,33.403984
1375,IQ76643512,2014.0,Q4,0,1,2.8449640000000045,12.979612
1376,IQ216553,2012.0,Q4,1,0,3.512188000000009,7.804152
1377,IQ696981,2008.0,Q4,0,1,37.351494,50.09285
1378,IQ114118554,2012.0,Q4,0,1,2.7193739999999877,4.596495
1379,IQ215997380,2013.0,Q4,1,0,3.8729730000000018,7.7907243
1380,IQ207795565,2015.0,Q4,0,1,1.6411380000000122,4.849257
1381,IQ881323,2004.0,Q4,1,0,49.675022,61.40152
1382,IQ27856,2011.0,Q4,1,0,11.263728000000015,16.768309
1383,IQ874709,2012.0,Q4,0,1,614.3321999999998,653.1767
1384,IQ4995945,2015.0,Q4,0,1,28.335753999999994,17.496489
1385,IQ876030,2013.0,Q4,0,1,75.897835,83.11105
1386,IQ882357,2009.0,Q4,0,1,17.308681000000007,17.956861
1387,IQ33049467,2017.0,Q2,1,0,42.56736000000001,44.50772
1388,IQ24323141,2013.0,Q1,1,0,522.98785,405.68982
1389,IQ9501163,2002.0,Q4,0,1,0.15810899999999606,4.2082047
1390,IQ875817,2010.0,Q4,0,1,2060.2634,1914.6726
1391,IQ397809,2008.0,Q4,0,1,140.78374,194.8033
1392,IQ746441,2013.0,Q4,1,0,3.993704000000008,7.7520127
1393,IQ222421903,2016.0,Q2,1,0,14.199726999999996,14.782087
1394,IQ972190,2012.0,Q4,0,1,4492.8843,4928.2495
1395,IQ266338227,2017.0,Q4,0,1,1.704985999999991,4.818007
1396,IQ9389746,2011.0,Q4,0,1,18.469667000000015,23.236128
1397,IQ215288968,2011.0,Q4,1,0,5.359802999999999,8.356245
1398,IQ907330,2013.0,Q4,1,0,9.239882999999992,10.398542
1399,IQ30793157,2016.0,Q4,0,1,2.916062000000011,5.846968
1400,IQ5631669,2008.0,Q4,0,1,342.00417999999996,226.23776
1401,IQ118755593,2013.0,Q4,0,1,0.15027900000001182,4.510039
1402,IQ216578698,2014.0,Q4,1,0,4.592144999999988,8.480375
1403,IQ99319692,2006.0,Q2,1,0,0.4463580000000036,5.1676774
1404,IQ631759,2014.0,Q4,0,1,643.0778,665.9074
1405,IQ603707,2012.0,Q4,0,1,5.723929999999996,11.537916
1406,IQ1051434,2012.0,Q4,1,0,268.65106000000003,282.13928
1407,IQ8080920,2002.0,Q4,1,0,112.6974,135.81384
1408,IQ427318,2010.0,Q4,0,1,24.841679,23.682798
1409,IQ51713109,2012.0,Q4,1,0,3.187654000000009,6.569777
1410,IQ146287753,2005.0,Q4,1,0,6.032071999999999,9.264921
1411,IQ4948453,2011.0,Q4,0,1,0.49693099999998935,4.5795426
1412,IQ29688418,2014.0,Q4,1,0,16.092423999999994,9.17108
1413,IQ390492,1998.0,Q4,0,1,23.165089999999992,21.156736
1414,IQ8080920,2006.0,Q4,1,0,251.95091000000002,245.78673
1415,IQ1170872,2012.0,Q4,0,1,0.48828900000000885,4.219527
1416,IQ46511935,2010.0,Q4,1,0,11.28742299999999,13.112562
1417,IQ28687158,2014.0,Q4,0,1,45.152797999999976,38.356018
1418,IQ42082419,2016.0,Q4,0,1,0.8040110000000027,4.388411
1419,IQ8101593,2013.0,Q4,0,1,9.421066999999994,15.917051
1420,IQ136655,2009.0,Q4,0,1,1.3448809999999867,4.9933305
1421,IQ6021724,2013.0,Q4,0,1,18.083838000000014,8.538267
1422,IQ43246930,2010.0,Q4,0,1,103.07576999999999,105.85127
1423,IQ6490450,2013.0,Q2,0,1,9.803298000000012,13.86595
1424,IQ20358517,2013.0,Q4,0,1,2.397515999999996,8.135786
1425,IQ8101593,2008.0,Q4,0,1,16.14542800000001,22.014036
1426,IQ869141,2013.0,Q4,0,1,65.65,71.54167
1427,IQ1058799,2010.0,Q4,1,0,45.13207,41.439346
1428,IQ238966605,2016.0,Q4,0,1,6.14057600000001,7.4998307
1429,IQ4550716,2017.0,Q4,0,1,31.178680000000014,34.065163
1430,IQ427477,2009.0,Q4,1,0,78.829,117.41759
1431,IQ882613,2009.0,Q4,0,1,2.2860000000000014,5.8537736
1432,IQ20849634,2014.0,Q4,1,0,8.614852000000013,11.078215
1433,IQ266420758,2013.0,Q4,0,1,33.3425,20.7536
1434,IQ114939059,2017.0,Q1,1,0,6.625,9.968077
1435,IQ883704,2001.0,Q4,0,1,74.155815,62.558823
1436,IQ170228427,2017.0,Q4,0,1,104.45,112.44724
1437,IQ419453,2012.0,Q4,0,1,0.9218810000000133,2.902342
1438,IQ159581,2011.0,Q1,1,0,28.668000000000006,33.113556
1439,IQ1782116,2017.0,Q3,1,0,244.83057999999997,306.31296
1440,IQ24918131,2014.0,Q4,0,1,1.9017550000000085,6.6754136
1441,IQ11253735,2014.0,Q4,0,1,0.28249999999999886,4.3192124
1442,IQ20934756,2012.0,Q4,1,0,23.508114000000006,27.316114
1443,IQ2420858,2012.0,Q4,0,1,17.26701,18.134565
1444,IQ677684,2010.0,Q4,0,1,1.6346670000000074,5.136626
1445,IQ881323,2009.0,Q4,1,0,131.83266,94.477516
1446,IQ543952,2016.0,Q4,1,0,3.1957299999999975,7.534621
1447,IQ212047516,2015.0,Q4,0,1,0.19478599999999346,4.431441
1448,IQ139518,2003.0,Q4,1,0,6.00145599999999,7.610625
1449,IQ109607544,2015.0,Q4,1,0,10.127524999999991,10.996748
1450,IQ1002655,2017.0,Q4,0,1,358.85352,362.38882
1451,IQ254620434,2014.0,Q4,0,1,0.4294999999999902,4.719771
1452,IQ47339188,2015.0,Q4,1,0,16.876000000000005,22.224134
1453,IQ20554996,2010.0,Q4,1,0,20.782272000000006,25.653387
1454,IQ40258315,2016.0,Q4,0,1,1.80165199999999,11.073423
1455,IQ911244,2013.0,Q4,1,0,26.669719999999984,32.666603
1456,IQ23109814,2008.0,Q4,0,1,40.980180000000004,77.87779
1457,IQ40790666,2011.0,Q4,0,1,16.43445,7.2509904
1458,IQ423967,2011.0,Q4,1,0,984.2980000000001,1114.2737
1459,IQ746441,2016.0,Q4,1,0,6.89106000000001,9.134169
1460,IQ48718610,2011.0,Q4,1,0,80.58867,97.96093
1461,IQ427795,2010.0,Q4,1,0,11.269393000000008,12.216734
1462,IQ33049467,2014.0,Q2,1,0,15.444005000000004,18.527739
1463,IQ3358307,2010.0,Q4,0,1,4.286617000000007,7.4601426
1464,IQ47309814,2017.0,Q4,1,0,37.650993,39.982315
1465,IQ3017647,2008.0,Q3,1,0,23.823000000000008,24.8954
1466,IQ47195539,2013.0,Q4,1,0,41.111999999999995,61.963974
1467,IQ61374131,2017.0,Q4,1,0,7.506777,3.431822
1468,IQ45497017,2010.0,Q4,0,1,9.967327000000012,12.247786
1469,IQ29703901,2015.0,Q4,0,1,88.41821999999999,76.4315
1470,IQ52716254,2012.0,Q4,0,1,10.35811799999999,11.213087
1471,IQ426471,2009.0,Q4,0,1,205.32191,163.41446
1472,IQ50985792,2016.0,Q4,0,1,49.771190000000004,41.08738
1473,IQ53335268,2017.0,Q4,1,0,9.045791000000008,9.824202
1474,IQ99552165,2009.0,Q4,0,1,16.59049999999999,13.92642
1475,IQ427318,2009.0,Q4,0,1,22.111118000000005,21.098463
1476,IQ32453753,2015.0,Q4,1,0,6.0157529999999895,7.3757005
1477,IQ4484339,2008.0,Q4,1,0,4.321594000000005,8.7407055
1478,IQ217482351,2013.0,Q4,1,0,5.228013000000004,8.514601
1479,IQ881750,2011.0,Q4,0,1,0.1733380000000011,3.8090956
1480,IQ23049465,2016.0,Q4,0,1,385.09192,598.73425
1481,IQ208304,2015.0,Q4,0,1,1.8205000000000098,4.5851884
1482,IQ50173911,2014.0,Q4,1,0,17.013104999999996,16.78987
1483,IQ877269,2008.0,Q4,1,0,39.233000000000004,40.420647
1484,IQ53335268,2013.0,Q2,1,0,4.411241999999987,6.8446794
1485,IQ875980,2012.0,Q4,0,1,4502.8306,4627.225
1486,IQ46023132,2016.0,Q4,1,0,20.50800000000001,22.336287
1487,IQ50208126,2014.0,Q4,0,1,1.8354999999999961,5.058882
1488,IQ7909270,2012.0,Q4,0,1,1.8249800000000107,7.707915
1489,IQ884200,2008.0,Q4,0,1,381.7482299999999,426.34863
1490,IQ91122,2013.0,Q4,1,0,6.079561000000012,9.601835
1491,IQ5705274,2015.0,Q4,0,1,11.760500000000008,14.279356
1492,IQ35703911,2012.0,Q4,1,0,4.961069000000009,7.281096
1493,IQ879381,2009.0,Q4,0,1,210.04485,285.216
1494,IQ111859250,2008.0,Q3,1,0,6.9432549999999935,6.4785295
1495,IQ7264749,2012.0,Q4,0,1,19.723887999999988,32.415092
1496,IQ684244,2012.0,Q4,0,1,6.382391000000013,7.953963
1497,IQ32531700,2014.0,Q4,1,0,2.1998550000000137,6.639281
1498,IQ52684925,2016.0,Q4,1,0,36.46249399999999,20.037779
1499,IQ6907940,2017.0,Q4,0,1,38.539677,51.689438
1500,IQ9560513,2009.0,Q4,0,1,19.676500000000004,13.12042
1501,IQ49121095,2017.0,Q4,0,1,0.998106000000007,5.0024247
1502,IQ8081296,2010.0,Q4,0,1,256.62695,307.68887
1503,IQ423967,2014.0,Q4,1,0,1083.3085,1353.5194
1504,IQ784187,2017.0,Q4,0,1,19.374352999999985,20.404783
1505,IQ687223,2008.0,Q4,0,1,169.75589,176.70917
1506,IQ881892,2010.0,Q4,0,1,66.4855,76.46553
1507,IQ131460,2010.0,Q1,1,0,37.979,49.45381
1508,IQ382553,2013.0,Q4,0,1,8374.815,8626.572
1509,IQ427795,2005.0,Q4,1,0,7.807165999999995,9.506453
1510,IQ1376045,2011.0,Q4,0,1,20.262811999999997,42.03717
1511,IQ31320,2014.0,Q4,0,1,1.0914410000000032,8.97267
1512,IQ40790666,2013.0,Q4,0,1,9.989875000000012,10.183363
1513,IQ8180641,2016.0,Q4,0,1,106.61063,130.0584
1514,IQ687223,2013.0,Q4,0,1,190.49352,231.17964
1515,IQ22832738,2012.0,Q4,1,0,15.531763000000012,19.379087
1516,IQ225499635,2015.0,Q4,0,1,0.5010890000000074,4.5554795
1517,IQ882613,2014.0,Q4,0,1,5.069500000000005,7.9845414
1518,IQ134733464,2017.0,Q4,0,1,0.2631890000000112,4.2121415
1519,IQ7090645,2013.0,Q4,1,0,5.473137000000008,8.248228
1520,IQ30341285,2005.0,Q4,1,0,2.247330000000005,9.272291
1521,IQ371719,1999.0,Q4,0,1,83.212,69.421455
1522,IQ28897332,2014.0,Q4,0,1,30.630949999999984,23.500395
1523,IQ39032559,2009.0,Q4,1,0,8.622530000000012,11.235991
1524,IQ40384020,2017.0,Q4,1,0,4.128825000000006,7.0367723
1525,IQ138820984,2016.0,Q4,0,1,0.18629999999998859,4.506209
1526,IQ47308980,2016.0,Q1,1,0,5.786655999999994,9.033155
1527,IQ687223,2012.0,Q4,0,1,199.19743,190.06932
1528,IQ36732,2011.0,Q4,0,1,35.918296999999995,88.18913
1529,IQ37825225,2008.0,Q4,0,1,2.223563000000013,5.021605
1530,IQ248835204,2014.0,Q4,1,0,11.239885000000015,11.728178
1531,IQ4995945,2010.0,Q4,0,1,24.30586600000001,22.189054
1532,IQ11253822,2017.0,Q4,0,1,0.7115000000000009,4.0790086
1533,IQ12505880,2016.0,Q4,0,1,1.6572889999999916,7.2252183
1534,IQ7885356,2009.0,Q4,0,1,4.857724999999988,5.8692155
1535,IQ47309814,2016.0,Q4,1,0,33.723366,37.723686
1536,IQ11323051,2008.0,Q4,0,1,6.672500000000014,11.785505
1537,IQ4481892,2015.0,Q4,0,1,0.48904699999999934,4.4574265
1538,IQ42082419,2014.0,Q4,0,1,0.7605399999999918,4.5772386
1539,IQ23782495,2009.0,Q4,0,1,0.44512800000001107,4.744017
1540,IQ129852091,2011.0,Q4,0,1,0.034300000000001774,4.225081
1541,IQ530385,2015.0,Q4,1,0,3.4440150000000074,6.2581773
1542,IQ8121889,2015.0,Q4,0,1,28.18030999999999,25.442228
1543,IQ29826847,2014.0,Q4,1,0,25.421999999999983,24.189558
1544,IQ241766205,2014.0,Q4,0,1,0.8123610000000099,4.3987565
1545,IQ29002360,2014.0,Q2,1,0,14.287000000000006,16.16435
1546,IQ69465104,2016.0,Q4,1,0,9.210190000000011,10.153746
1547,IQ208304,2013.0,Q4,0,1,1.7769999999999868,4.902556
1548,IQ98244713,2012.0,Q4,0,1,1.609421999999995,6.263823
1549,IQ22103794,2010.0,Q2,1,0,22.056714999999997,22.766264
1550,IQ883218,2011.0,Q4,0,1,39.131184000000005,42.776848
1551,IQ275510221,2016.0,Q4,1,0,70.16404,68.52544
1552,IQ51739225,2013.0,Q4,1,0,16.671098999999998,20.479078
1553,IQ39575322,2010.0,Q4,0,1,0.6352109999999982,4.7791886
1554,IQ8686688,2015.0,Q4,1,0,35.384945,38.04019
1555,IQ264319,2009.0,Q4,0,1,0.8416239999999959,5.028975
1556,IQ884370,2013.0,Q4,0,1,2.841838999999993,5.637923
1557,IQ139512,2011.0,Q4,1,0,89.98962399999999,94.494
1558,IQ427318,2017.0,Q4,0,1,38.23173999999999,45.382072
1559,IQ879583,2014.0,Q4,0,1,10.135833999999988,9.4368725
1560,IQ24330594,2009.0,Q4,1,0,6.177244999999999,8.831282
1561,IQ30642,2015.0,Q4,1,0,20.72636,20.734037
1562,IQ237818696,2016.0,Q4,0,1,60.976513,114.812935
1563,IQ51739225,2010.0,Q4,1,0,17.867413999999997,27.26483
1564,IQ91122,2004.0,Q4,1,0,2.1786830000000066,5.7687516
1565,IQ53335268,2014.0,Q2,1,0,7.646917000000002,7.304869
1566,IQ4481892,2014.0,Q4,0,1,1.530005999999986,6.5394883
1567,IQ875519,2012.0,Q4,0,1,586.88745,586.13763
1568,IQ6563525,2013.0,Q3,0,1,12.533979999999985,49.20556
1569,IQ60939598,2016.0,Q4,1,0,26.138999999999996,25.92925
1570,IQ26899546,2016.0,Q4,0,1,11.452661000000006,11.709394
1571,IQ12504366,2014.0,Q4,0,1,4.959000000000003,28.357244
1572,IQ127751764,2012.0,Q4,0,1,-0.10317000000000576,6.4135423
1573,IQ8100444,2011.0,Q4,0,1,85.77715,105.92
1574,IQ4509146,2002.0,Q4,0,1,14.006936999999994,9.780302
1575,IQ139512,2014.0,Q4,1,0,124.66808999999999,137.72166
1576,IQ12762127,2011.0,Q4,0,1,1.0857289999999864,4.9051347
1577,IQ696981,2011.0,Q4,0,1,24.741412999999994,27.22132
1578,IQ23335210,2017.0,Q4,0,1,18.844198000000006,2.3554213
1579,IQ1858897,2009.0,Q4,1,0,12.73691199999999,16.827162
